learning_rate,HR,MAE,nDCG
0.047,0.737780717484395,0.6424789571714024,0.801675227850547
0.048,0.7349143985430253,0.6425805481210772,0.7974234027764301
0.049,0.7402651895340845,0.6388638258165065,0.8077927353363622
0.05,0.7319708073134301,0.6403788692769545,0.7981638218364802
0.051000000000000004,0.721243327915874,0.6404544172078852,0.7941203474020206
0.052000000000000005,0.7264720860858087,0.6459224465719127,0.7943985505539825
0.053000000000000005,0.7220603213799263,0.6448966057951998,0.7913350324455678
0.054,0.7205921479036392,0.6498469506829148,0.7906835561708442
0.055,0.7364860916880495,0.6451496940115408,0.805235287820089
0.056,0.7276625622762849,0.638569274469213,0.7941469050490421
0.057,0.730463682724464,0.6421750725942282,0.8010852765115705
0.058,0.7235775949560235,0.6427316674405065,0.7962101544785691
0.059000000000000004,0.7299734866460327,0.639469849351346,0.802052420669766
0.060000000000000005,0.743243794769282,0.6377453088743017,0.8069221781907402
0.061,0.7322868257747877,0.637628873044207,0.8007429472131185
0.062,0.7337598287690889,0.6395769550055911,0.802377642822977
0.063,0.7318970836710496,0.6355529185777923,0.8013313245757916
0.064,0.7346585215795463,0.6357056123570701,0.8043125841002613
0.065,0.7313764616291295,0.6394203516694583,0.8025211154555411
0.066,0.7377029552450666,0.6309351380883117,0.8016985248533168
0.067,0.7244762877664809,0.6309677548783563,0.799604459942009
0.068,0.7328096210998143,0.6290106007990465,0.8047407112554286
0.069,0.744511301772083,0.6320136413378449,0.8103807131334048
0.07,0.7429986967300664,0.6373501782652804,0.8044834629991828
0.07100000000000001,0.7395624946630326,0.6297574913522922,0.8079067079233573
0.07200000000000001,0.7394224386406236,0.6331261263739861,0.8067971787523455
0.07300000000000001,0.7311499572342681,0.6367376294699657,0.7996721303328791
0.074,0.7272774082146601,0.6401940400797003,0.7906191035112016
0.075,0.7346303493911307,0.6442288359301158,0.7906191035112016
0.076,0.7367311897272651,0.6431110404167697,0.7971767492360143
0.077,0.7433503591341584,0.6421694012784734,0.7938168048045359
0.078,0.7462915356047466,0.6446713496621612,0.7939814099012154
0.079,0.7424513930817396,0.6435026311108519,0.7924579122907334
0.08,0.7442241869261448,0.6457383016282001,0.7981478335184122
0.081,0.7404660169915042,0.6499710571842782,0.793564048384714
0.082,0.7405725813563806,0.6496207591308456,0.7913446684631986
0.083,0.7402280022453759,0.6488237716106001,0.7995680343878251
0.084,0.7528729922369132,0.6434631185687422,0.8047331175250921
0.085,0.7540736174145205,0.6387124570910303,0.8049355245948847
0.08600000000000001,0.7520452198485977,0.6400984183744226,0.8037816218114552
0.08700000000000001,0.7516226370223638,0.6425748279718849,0.8004644025097851
0.08800000000000001,0.7459036827739977,0.6423159325853219,0.7979804457958409
0.089,0.7392510217095718,0.6452957836055174,0.7930092489311171
0.09,0.742941578392015,0.6348175716864967,0.7960316768639492
0.091,0.7413518620457065,0.6358513394908216,0.7964900717674743
0.092,0.7425189955657809,0.6424763368569236,0.7978778040904478
0.093,0.7339989208692357,0.6417992317995149,0.790922725291404
0.094,0.7508523288991144,0.6404523894557358,0.8024510303132126
0.095,0.7399548930016785,0.650356221368089,0.7925560522902142
0.096,0.7527096500769224,0.6452140689274484,0.8085204035635563
0.097,0.7319391004777722,0.6460431321664222,0.7918096039242212
0.098,0.7388584066617844,0.6430153078046686,0.7992860127802901
0.099,0.7346427203872746,0.6346870875361789,0.8037688448281567
0.1,0.7361407811500412,0.6429537336495191,0.8009538480683712
0.101,0.7381877723603184,0.6352956549762193,0.8083089351615765
0.10200000000000001,0.7403400470633031,0.6364409427742062,0.8096517557011537
0.10300000000000001,0.7421887865591014,0.6379506670868135,0.8112255906751087
0.10400000000000001,0.7391145568672247,0.6381943674733401,0.8058297457985149
0.10500000000000001,0.7361733803966366,0.6373704328283221,0.8054216866067716
0.106,0.7361733803966365,0.6325519186353862,0.8066966367615072
0.107,0.7299783161640467,0.6346018719383818,0.8028072172755428
0.108,0.7348802769483606,0.636476150142079,0.804201516472187
0.109,0.7259750481901907,0.6350387272915847,0.7974320540662067
0.11,0.7283443292359423,0.6486157013817907,0.7959747709552428
0.111,0.7406575878727302,0.6434347280293679,0.8075565761158936
0.112,0.737433884598317,0.6430791625328899,0.8058168712995851
0.113,0.7622938285759082,0.6407701329030722,0.8205517361299917
0.114,0.7523498509848716,0.6385857508807464,0.8158653092909003
0.115,0.7408877878987677,0.6310062828615862,0.8045032694729016
0.116,0.7409352851585412,0.6364910077545709,0.8056972110962046
0.117,0.7290165176515384,0.6394372526224433,0.7984983682471264
0.11800000000000001,0.7224362993573241,0.6431287679325332,0.7952938299203035
0.11900000000000001,0.7207696326906574,0.6393066568151203,0.7858348030307142
0.12000000000000001,0.7194511742728076,0.6391271863567041,0.7866888173447346
0.121,0.7304496585471538,0.6370369395181305,0.7963759215750292
0.122,0.738701292534082,0.6310444040106884,0.8070315801596117
0.123,0.745125356412507,0.630964680544833,0.8101256481720385
0.124,0.743096958846584,0.6334194284065555,0.8089717453886088
0.125,0.7500351914109741,0.6290135802215409,0.8142605498457713
0.126,0.7388976929333221,0.6299748462964672,0.8033103797691309
0.127,0.7591985719056007,0.6200823375089084,0.8214232207649207
0.128,0.7533838322166216,0.6188857723002271,0.8179867715409813
0.129,0.7526111093343653,0.6190094969399257,0.8183192505289275
0.13,0.7590887003707799,0.6152259350342427,0.8221511107420723
0.131,0.7595112831970138,0.619448520970209,0.8211165570005511
0.132,0.7400008043812613,0.624013314505371,0.8055155543671997
0.133,0.7510020439575514,0.6303163300296032,0.8143080523144066
0.134,0.7367863576830417,0.6327666762993954,0.7992674106495912
0.135,0.7413112445608697,0.6299508574496742,0.804567001522865
0.136,0.7383700680902814,0.638633657479659,0.799976649515496
0.137,0.7413112445608698,0.6371050553006254,0.8031727023262208
0.138,0.7314397097400449,0.6374887748877033,0.7980013229365829
0.139,0.7390972820527896,0.637459109871624,0.7994229813228092
0.14,0.7274726321928456,0.637603524012843,0.791080826888159
0.14100000000000001,0.7342677640386874,0.6349679213453117,0.7976962031382191
0.14200000000000002,0.7302109689068416,0.6375125558861975,0.7942426467690387
0.14300000000000002,0.7436221689306176,0.6372610831641493,0.8011156742444694
0.14400000000000002,0.7387471419967672,0.6290751670516798,0.8006813550936912
0.14500000000000002,0.7387926509165155,0.6305362669937947,0.7999617714610398
0.146,0.7273374056884507,0.630545445892455,0.7936276268462451
0.147,0.7443828180178387,0.6272526276287125,0.803640045952156
0.148,0.7517357591943093,0.6301888550460675,0.8093267414701348
0.149,0.7587619029851591,0.6399121733889938,0.8096214137193337
0.15,0.7590887003707799,0.6407691797045405,0.8098996168712955
0.151,0.7561475239001917,0.6391749857263208,0.8082264578353225
0.152,0.7479207549317346,0.6393060085020676,0.7978244342765772
0.153,0.7567442843434995,0.6424324441413026,0.8062859377531361
0.154,0.735981871432308,0.6464484696034409,0.791355390340788
0.155,0.749217165549955,0.6401382027819473,0.8028995077724667
0.156,0.7478141905668584,0.6435613653718786,0.7987787143538628
0.157,0.7492171655499551,0.643339158961114,0.8028995077724668
0.158,0.7434700391131734,0.6432300013490336,0.7982456676666113
0.159,0.7423544204519158,0.6387066375009911,0.7945341982472696
0.16,0.7336709470625601,0.6371857919327317,0.7916533460268221
0.161,0.738530891040151,0.6443639115925293,0.7914487015968823
0.162,0.7464836583539731,0.6388584387348937,0.8015535223124429
0.163,0.7518082019645209,0.6380347630024503,0.8058396454016898
0.164,0.749357221572364,0.6379827031680916,0.8052760155367287
0.165,0.7340210871185824,0.6453624645677174,0.7914643396714399
0.166,0.7526485380989746,0.6401667904785237,0.8073410151799654
0.167,0.7540871570248058,0.631117815801117,0.8143798720319041
0.168,0.7610175153750425,0.6294189407197426,0.8197068220947599
0.169,0.7524390840024935,0.6323631526772213,0.8099664283392632
0.17,0.7543998683162191,0.632296490100105,0.8117740921396477
0.171,0.7524390840024935,0.6361053186673735,0.8113699730721067
0.17200000000000001,0.7536645741985719,0.6338912888398447,0.815543020351533
0.17300000000000001,0.7548900643946502,0.633822835197676,0.8141585714653948
0.17400000000000002,0.7514586918456307,0.634816952974675,0.8094487791030369
0.17500000000000002,0.7485175153750425,0.6397013572209113,0.8077756200670639
0.17600000000000002,0.7408265079375848,0.6422563973435016,0.8018011281849868
0.177,0.7427196789991128,0.6380251632839773,0.8043707777590143
0.178,0.7399441549964082,0.6377067384906506,0.8013058948561917
0.179,0.7440381374169627,0.6397003481782252,0.8039511939575407
0.18,0.7331928247791639,0.6317193032118721,0.7991244289849571
0.181,0.7215937713646946,0.6338697636348956,0.7884194664010593
0.182,0.7188182473619902,0.6345688167748046,0.787357646192361
0.183,0.7378074292416387,0.6349431903112659,0.7985204660163426
0.184,0.7304544880651679,0.6334186959648718,0.7929531195402721
0.185,0.7222191939475209,0.6324236828901698,0.7840086611951954
0.186,0.7297493784351091,0.6253889697687978,0.7944459608987018
0.187,0.7309607825369798,0.6322973625633164,0.7975637548431008
0.188,0.7276299630296896,0.6400176661602179,0.7949507694423287
0.189,0.7242974098492663,0.6396343611756562,0.7927398848730173
0.19,0.7062134653961535,0.6510283583506425,0.776451225535669
0.191,0.7249085296287431,0.6419955842772573,0.7918125849158535
0.192,0.7308536663041028,0.6407211507418511,0.7947468850324905
0.193,0.7353330442621826,0.6373759305084171,0.7977295175251109
0.194,0.731321758050085,0.6336521138171085,0.7946748819608491
0.195,0.721162866907421,0.6342716726254352,0.7858881563310794
0.196,0.7301264523415948,0.629790710210643,0.7967341391333855
0.197,0.7179391636330079,0.63362752419721,0.7849555354747959
0.198,0.7163051767049033,0.6355493928685798,0.7849489686011252
0.199,0.7253738041558838,0.6299678457508452,0.7957988915276335
