learning_rate,HR,MAE,nDCG
0.106,0.7571704203114276,0.6226717461163154,0.8054087316698739
0.107,0.7626660968429098,0.6305879100944961,0.8088872261199717
0.108,0.7621997047524767,0.6227685745872599,0.812798126170939
0.109,0.7675296144941511,0.6294449649495663,0.8204295518451724
0.11,0.7653302059648195,0.6216286601505302,0.8145403088058255
0.111,0.7761433547537467,0.629724130289453,0.8243608707735626
0.112,0.7747839874774245,0.6296413729200362,0.8224791966132387
0.113,0.7755703982984373,0.6280956837969619,0.8260704814339752
0.114,0.7782441950898812,0.6272471356222244,0.8250932233967013
0.115,0.7777490475359102,0.6264322336964112,0.8269479110764463
0.116,0.7739483875369653,0.6261715379806314,0.8236176562884608
0.117,0.7591854555745448,0.6210366852102016,0.8139414662468067
0.11800000000000001,0.771390842779932,0.6250793745525356,0.820801437820643
0.11900000000000001,0.7629874814353942,0.6305996087939936,0.8126703844472096
0.12000000000000001,0.7641701767357365,0.6282570724304527,0.8146544729392023
0.121,0.7655402899984329,0.6315382394367646,0.8164361632296376
0.122,0.7567891251053996,0.6312890381684604,0.8113952875061573
0.123,0.7512872795817397,0.6408351474838111,0.8067115573613135
0.124,0.7670228228108891,0.6331764507052209,0.817359964223365
0.125,0.7670228228108891,0.6326551597561645,0.8177219116445776
0.126,0.7654564957969916,0.6326856420852444,0.8151842919901351
0.127,0.7672622348150068,0.6302169739848715,0.8196210838034337
0.128,0.7698197795720401,0.6322651783228931,0.8194531422788053
0.129,0.7740214602443091,0.6306847505648951,0.824007297984159
0.13,0.7629443021083275,0.6394750407464402,0.8178351838355913
0.131,0.7650451424444619,0.633417898587931,0.8161330557741349
0.132,0.7639947222763946,0.6280239463248986,0.816443034248014
0.133,0.7639947222763946,0.6267319027027383,0.8163101779662119
0.134,0.7691690142153924,0.6300791028679358,0.8208479174874084
0.135,0.7675933839632916,0.629204525668734,0.8162109291760133
0.136,0.7654925436271571,0.630067985534591,0.8156266832328726
0.137,0.7654925436271571,0.6287077229153474,0.8144224803419734
0.138,0.7654925436271571,0.6291009454763856,0.8166039412701466
0.139,0.7608133992421304,0.6238927997345527,0.8109596809670686
0.14,0.7566117185698614,0.6283331364731307,0.8067371789107886
0.14100000000000001,0.7653652199704216,0.6305381274670104,0.8148346534408216
0.14200000000000002,0.7666467783454055,0.6253971665223332,0.8112087190247098
0.14300000000000002,0.7639729815539618,0.6263273464549459,0.8112087190247098
0.14400000000000002,0.7602280053025917,0.6233880036607191,0.8083064178341942
0.14500000000000002,0.7576081338245888,0.6254115463657896,0.8061852488810402
0.146,0.7606116370161465,0.6241739886588471,0.8089928052784463
0.147,0.759903035096472,0.6300683446370527,0.8102938184180841
0.148,0.7682652034932425,0.6280625099457732,0.8164352880927725
0.149,0.7732083572253236,0.6222623389405023,0.8215115290879036
0.15,0.7767463737391187,0.6231163330212355,0.8239081377500836
0.151,0.7767463737391187,0.6216350609730293,0.8229308797128096
0.152,0.7706123693352182,0.6222208977721776,0.8231396993763785
0.153,0.7685499721321558,0.6232868903485705,0.8197997970236486
0.154,0.7676839252303035,0.626359199615407,0.8184796344313716
0.155,0.7682652034932425,0.6236680849676922,0.8164716654080281
0.156,0.7567517745922703,0.622255182478543,0.8048507509380451
0.157,0.7637545757127185,0.6199379312320921,0.8106667377904898
0.158,0.7591900226187538,0.632917686411877,0.8118539053840884
0.159,0.7473121945644552,0.6262544124063598,0.8039195328812329
0.16,0.7506945932755736,0.624980535293019,0.802500706833736
0.161,0.755254687801066,0.6226882937175798,0.80788421889475
0.162,0.7508135951246793,0.623504727080869,0.8056960780470668
0.163,0.7563051079691332,0.6316767679221607,0.8099826462026691
0.164,0.7590284195159742,0.6340525773337541,0.8129163164184118
0.165,0.763230100188243,0.6318903886675762,0.8152890111955924
0.166,0.7609676567493291,0.6316963720272138,0.8127173849861182
0.167,0.7545873268395875,0.632272726514263,0.805395937785764
0.168,0.7650190857500481,0.6220146678950133,0.8146951708410887
0.169,0.7650190857500481,0.6232865912677973,0.8137179128038147
0.17,0.7629182454139136,0.6310975636695021,0.8112838595815746
0.171,0.7583664246856223,0.6240169494828451,0.810235952424195
0.17200000000000001,0.7657193658620929,0.6315833019775672,0.8143182812845033
0.17300000000000001,0.7603399413650213,0.6214577613600131,0.8064853027167435
0.17400000000000002,0.7649083576981435,0.6222109088819492,0.8145404725156782
0.17500000000000002,0.762807517362009,0.624740189167956,0.8159065237777433
0.17600000000000002,0.7701604585384797,0.6290963301149101,0.8199888526380517
0.177,0.7772667793276651,0.6314228632055828,0.8284252903262218
0.178,0.7633234242078393,0.6317431680620683,0.812351110113349
0.179,0.7707334149937891,0.6328022654761205,0.8165775413785376
0.18,0.7681758702367558,0.632214938144996,0.8187365805739448
0.181,0.7735345354419684,0.6302395560196488,0.8203988578613461
0.182,0.7639741895644869,0.6339909731127871,0.8130769428763155
0.183,0.7665317343215201,0.6340796697889841,0.8131097756562239
0.184,0.7707334149937891,0.6326805467174909,0.8204543626326277
0.185,0.7659587778662109,0.6286993667986455,0.817430013472819
0.186,0.7658809689648725,0.6297838770488517,0.815338164314854
0.187,0.7612796334811841,0.6250143491991491,0.8085295216253584
0.188,0.764039560981596,0.6258563606629453,0.8108790524465477
0.189,0.7541990234593976,0.6273605454956828,0.8001624582567246
0.19,0.7586442798228126,0.6277823015113312,0.8075282572316318
0.191,0.7659380185743518,0.6298466389856333,0.8139319305556514
0.192,0.7653650621190425,0.6271869332713352,0.8137680096009285
0.193,0.7678160425111993,0.6353870721854058,0.8158545332406416
0.194,0.7706171629593785,0.6336973614687978,0.8198317003393634
0.195,0.7637209262038069,0.6293109340165927,0.8130927965535074
0.196,0.7635593231010271,0.6282444371315167,0.8138233496577814
0.197,0.7584442335869608,0.6287596980079893,0.8094688655401192
0.198,0.7623466492540821,0.6280227385715326,0.8121756878009636
0.199,0.7623466492540821,0.6294768201347988,0.8107389697635414
